Facility ID,Facility_Name_,State_,Excess_Readmission_Ratio_READM30AMIHRRP,Excess_Readmission_Ratio_READM30CABGHRRP,Excess_Readmission_Ratio_READM30COPDHRRP,Excess_Readmission_Ratio_READM30HFHRRP,Excess_Readmission_Ratio_READM30HIPKNEEHRRP,Excess_Readmission_Ratio_READM30PNHRRP,Expected_Readmission_Rate_READM30AMIHRRP,Expected_Readmission_Rate_READM30CABGHRRP,Expected_Readmission_Rate_READM30COPDHRRP,Expected_Readmission_Rate_READM30HFHRRP,Expected_Readmission_Rate_READM30HIPKNEEHRRP,Expected_Readmission_Rate_READM30PNHRRP,Number_of_Readmissions_READM30AMIHRRP,Number_of_Readmissions_READM30CABGHRRP,Number_of_Readmissions_READM30COPDHRRP,Number_of_Readmissions_READM30HFHRRP,Number_of_Readmissions_READM30HIPKNEEHRRP,Number_of_Readmissions_READM30PNHRRP,Predicted_Readmission_Rate_READM30AMIHRRP,Predicted_Readmission_Rate_READM30CABGHRRP,Predicted_Readmission_Rate_READM30COPDHRRP,Predicted_Readmission_Rate_READM30HFHRRP,Predicted_Readmission_Rate_READM30HIPKNEEHRRP,Predicted_Readmission_Rate_READM30PNHRRP,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards),Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Lower_Confidence_Limit,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Number_of_Urinary_Catheter_Days,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Observed_Cases,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Predicted_Cases,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Upper_Confidence_Limit,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards),Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Lower_Confidence_Limit,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Observed_Cases,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Predicted_Cases,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Upper_Confidence_Limit,Infection_Central_Line_Associated_Bloodstream_Infection:_Number_of_Device_Days,Infection_Clostridium_Difficile_(C.Diff),Infection_Clostridium_Difficile_(C.Diff):_Lower_Confidence_Limit,Infection_Clostridium_Difficile_(C.Diff):_Observed_Cases,Infection_Clostridium_Difficile_(C.Diff):_Patient_Days,Infection_Clostridium_Difficile_(C.Diff):_Predicted_Cases,Infection_Clostridium_Difficile_(C.Diff):_Upper_Confidence_Limit,Infection_MRSA_Bacteremia,Infection_MRSA_Bacteremia:_Lower_Confidence_Limit,Infection_MRSA_Bacteremia:_Observed_Cases,Infection_MRSA_Bacteremia:_Patient_Days,Infection_MRSA_Bacteremia:_Predicted_Cases,Infection_MRSA_Bacteremia:_Upper_Confidence_Limit,Infection_SSI__Abdominal_Hysterectomy,Infection_SSI__Abdominal_Hysterectomy:_Lower_Confidence_Limit,Infection_SSI__Abdominal_Hysterectomy:_Number_of_Procedures,Infection_SSI__Abdominal_Hysterectomy:_Observed_Cases,Infection_SSI__Abdominal_Hysterectomy:_Predicted_Cases,Infection_SSI__Abdominal_Hysterectomy:_Upper_Confidence_Limit,Infection_SSI__Colon_Surgery,Infection_SSI__Colon_Surgery:_Lower_Confidence_Limit,Infection_SSI__Colon_Surgery:_Number_of_Procedures,Infection_SSI__Colon_Surgery:_Observed_Cases,Infection_SSI__Colon_Surgery:_Predicted_Cases,Infection_SSI__Colon_Surgery:_Upper_Confidence_Limit,ZIP Code,ADI_National_Rank,ADI_State_Rank
100026,ASCENSION SACRED HEART BAY,FL,0.9817,0.9926,1.0081,0.9221,,0.9455,12.0857,10.2044,17.9043,19.4334,,16.2219,25.0,11.0,18.0,63.0,,49.0,11.8641,10.1289,18.0491,17.9204,,15.3383,0.364,0.018,3861.0,1.0,2.746,1.796,1.777,0.452,3.0,1.688,4.837,2386.0,0.173,0.029,2.0,20836.0,11.578,0.571,2.822,1.034,5.0,20836.0,1.772,6.254,,,1.0,0.0,0.017,,0.0,,41.0,0.0,1.089,2.751,32401,,
100028,PARRISH MEDICAL CENTER,FL,0.9864,,1.0169,1.0186,1.0357,0.852,13.328,,17.7544,18.6991,5.1189,15.9015,,,18.0,43.0,,22.0,13.1467,,18.0551,19.0466,5.3016,13.5484,0.916,0.154,3146.0,2.0,2.184,3.026,4.258,1.726,6.0,1.409,8.857,2016.0,0.213,0.054,3.0,28156.0,14.059,0.581,3.207,1.175,5.0,28855.0,1.559,7.109,,,15.0,0.0,0.139,,1.075,0.18,73.0,2.0,1.86,3.553,32796,,
100029,STEWARD NORTH SHORE MEDICAL CENTER,FL,1.0756,,0.9809,1.0549,0.9843,1.0174,17.144,,19.2535,22.6186,4.6614,18.9639,15.0,,12.0,45.0,,51.0,18.4398,,18.8862,23.8598,4.5884,19.2933,0.0,,6614.0,0.0,6.488,0.462,0.816,0.259,4.0,4.904,1.967,6055.0,0.0,,0.0,70307.0,37.955,0.079,2.631,1.336,10.0,72971.0,3.801,4.69,,,33.0,0.0,0.273,,,,28.0,0.0,0.747,,33150,,
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,FL,1.0787,,1.0916,1.046,1.1732,0.9197,14.313,,19.4065,19.6717,4.5689,16.3963,21.0,,23.0,89.0,,34.0,15.44,,21.1848,20.5768,5.36,15.0795,0.858,0.144,2976.0,2.0,2.331,2.835,0.353,0.018,1.0,2.829,1.743,3618.0,0.102,0.017,2.0,57900.0,19.577,0.338,1.414,0.36,3.0,57900.0,2.121,3.849,,,19.0,0.0,0.149,,2.609,0.829,60.0,4.0,1.533,6.294,34761,,
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,FL,0.9929,,1.0537,1.0047,1.0089,0.9656,14.2398,,19.7468,19.9497,5.332,16.5028,,,15.0,29.0,,22.0,14.1383,,20.8077,20.0444,5.3796,15.9358,0.372,0.136,7803.0,5.0,13.448,0.824,0.507,0.186,5.0,9.86,1.124,9570.0,0.076,0.013,2.0,61646.0,26.19,0.252,1.509,0.553,5.0,61646.0,3.314,3.344,,,104.0,0.0,0.927,,1.958,0.856,133.0,7.0,3.575,3.873,33701,,
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",FL,1.0544,1.0508,0.9159,0.9893,1.0963,1.0505,15.3761,12.7411,17.7376,20.8247,5.189,16.4335,24.0,,,53.0,,36.0,16.2119,13.3887,16.2454,20.6013,5.6885,17.2637,0.518,0.253,12196.0,9.0,17.366,0.951,1.973,1.254,21.0,10.644,2.964,9836.0,0.369,0.255,31.0,123367.0,84.056,0.517,0.325,0.083,3.0,129498.0,9.243,0.883,,,125.0,2.0,0.897,,0.991,0.401,250.0,6.0,6.057,2.06,33140,,
100035,MANATEE MEMORIAL HOSPITAL,FL,1.009,1.0785,0.9477,0.9814,0.9761,0.9923,13.7588,10.2457,19.6284,20.8695,5.3853,16.4526,30.0,,37.0,81.0,,54.0,13.8832,11.0503,18.6026,20.4821,5.2568,16.3254,0.477,0.121,5147.0,3.0,6.29,1.298,0.544,0.138,3.0,5.516,1.48,5328.0,0.043,0.007,2.0,85072.0,46.091,0.143,1.39,0.678,9.0,90170.0,6.477,2.55,1.074,0.18,211.0,2.0,1.862,3.549,0.84,0.267,187.0,4.0,4.761,2.027,34208,,
100038,MEMORIAL REGIONAL HOSPITAL,FL,1.0365,1.0309,1.0291,1.0362,1.173,1.0637,14.3409,12.7943,19.4277,20.4796,6.0486,16.057,27.0,12.0,23.0,94.0,,65.0,14.8643,13.1898,19.9933,21.2207,7.095,17.0799,0.608,0.282,10621.0,8.0,13.158,1.155,0.733,0.503,30.0,40.939,1.033,32685.0,0.404,0.304,51.0,216687.0,126.201,0.527,0.888,0.481,12.0,245490.0,13.507,1.51,0.656,0.033,166.0,1.0,1.524,3.236,0.141,0.007,227.0,1.0,7.105,0.694,33021,,
100039,BROWARD HEALTH MEDICAL CENTER,FL,1.0264,1.0024,1.0004,1.0243,,0.9812,13.4377,11.1195,15.6742,20.2699,,16.4585,20.0,,11.0,42.0,,26.0,13.7926,11.1459,15.6805,20.7618,,16.1496,0.192,0.061,10591.0,4.0,20.857,0.463,0.327,0.143,7.0,21.38,0.648,15849.0,0.171,0.101,16.0,141395.0,93.454,0.272,0.951,0.442,8.0,163512.0,8.411,1.806,1.969,0.626,218.0,4.0,2.031,4.751,0.153,0.008,187.0,1.0,6.555,0.752,33316,,
100040,ASCENSION ST VINCENT'S RIVERSIDE,FL,1.1443,1.0819,1.1657,1.0254,0.8996,1.0151,15.5286,10.6226,19.0725,19.8578,5.6438,17.6716,70.0,31.0,44.0,116.0,,104.0,17.7686,11.4925,22.2324,20.3613,5.077,17.9377,0.209,0.01,3886.0,1.0,4.776,1.033,1.378,0.603,7.0,5.081,2.725,4919.0,0.176,0.045,3.0,37606.0,17.003,0.48,1.381,0.439,4.0,37606.0,2.896,3.332,,,68.0,0.0,0.622,,0.51,0.086,144.0,2.0,3.921,1.685,32204,,
100043,MEASE DUNEDIN HOSPITAL,FL,,,1.0281,0.9574,0.9361,0.9605,,,18.21,20.1086,7.1306,15.7986,,,12.0,26.0,,24.0,,,18.7218,19.2527,6.6749,15.1753,,,771.0,1.0,0.503,,,,0.0,0.398,,610.0,0.793,0.417,11.0,32650.0,13.88,1.377,0.0,,0.0,32650.0,1.623,1.846,,,,,,,,,24.0,0.0,0.588,,34698,,
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,1.0575,0.9271,1.1629,1.0294,1.1804,1.0239,12.3333,9.264,16.5224,18.9095,5.5329,15.3791,68.0,12.0,89.0,258.0,,237.0,13.043,8.5887,19.2145,19.4654,6.5312,15.7467,0.358,0.091,10512.0,3.0,8.379,0.974,0.0,,0.0,5.204,0.576,6706.0,0.407,0.267,24.0,136494.0,58.976,0.596,0.55,0.14,3.0,139424.0,5.455,1.497,,,88.0,1.0,0.749,,0.111,0.006,366.0,1.0,9.026,0.546,34994,,
100045,ADVENTHEALTH DELAND,FL,1.0035,,1.0208,0.9604,,1.0207,13.0073,,18.5964,19.749,,16.3079,11.0,,25.0,59.0,,52.0,13.0532,,18.9839,18.967,,16.6455,0.0,,3855.0,0.0,2.72,1.101,0.0,,0.0,3.23,0.927,4530.0,0.34,0.138,6.0,40730.0,17.649,0.707,0.56,0.028,1.0,40730.0,1.785,2.763,,,21.0,0.0,0.158,,0.867,0.145,89.0,2.0,2.308,2.863,32720,,
100046,FLORIDA HOSPITAL ZEPHYRHILLS,FL,0.9449,,0.9282,1.0054,0.9517,0.9434,16.2842,,19.7772,21.3617,6.4078,17.4709,20.0,,13.0,82.0,,42.0,15.3871,,18.3572,21.4771,6.0983,16.4818,0.949,0.241,4607.0,3.0,3.162,2.582,0.549,0.027,1.0,1.823,2.705,2616.0,0.117,0.02,2.0,44705.0,17.142,0.385,0.555,0.028,1.0,45535.0,1.802,2.737,,,97.0,1.0,0.821,,,,22.0,0.0,0.575,,33541,,
100047,SHOREPOINT HEALTH PUNTA GORDA,FL,,,0.9648,1.0357,,1.1166,,,18.2092,20.1141,,16.9481,,,15.0,30.0,,54.0,,,17.5681,20.8312,,18.9241,,,1292.0,0.0,0.897,,,,0.0,0.673,,957.0,0.216,0.011,1.0,13673.0,4.626,1.066,,,0.0,13673.0,0.605,,,,,,,,0.0,,46.0,0.0,1.133,2.644,33950,,
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,0.937,,1.0501,0.9841,1.1251,1.0465,16.3969,,18.1439,20.2728,7.0098,17.4493,,,16.0,25.0,,51.0,15.3638,,19.0525,19.9506,7.8869,18.2599,0.0,,1521.0,0.0,1.064,2.816,0.0,,0.0,1.052,2.848,1496.0,0.0,,0.0,15112.0,7.339,0.408,,,1.0,15112.0,0.529,,,,5.0,0.0,0.046,,,,20.0,0.0,0.518,,33870,,
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,FL,,,0.9949,0.9887,,0.9294,,,20.7,21.99,,17.7256,,,11.0,12.0,,21.0,,,20.5942,21.7418,,16.4736,0.564,0.028,1668.0,1.0,1.773,2.782,,,0.0,0.702,,716.0,1.251,0.696,13.0,19965.0,10.395,2.085,0.0,,0.0,19965.0,1.513,1.98,,,2.0,0.0,0.014,,,,33.0,0.0,0.862,,33012,,
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,FL,0.9298,,0.9515,1.0277,1.0218,1.0387,13.4909,,16.3423,19.407,4.6098,15.7037,26.0,,28.0,122.0,,75.0,12.5438,,15.5501,19.9453,4.7105,16.3119,0.0,,3200.0,0.0,2.999,0.999,0.284,0.014,1.0,3.519,1.402,4249.0,0.265,0.107,6.0,47374.0,22.675,0.55,1.949,0.619,4.0,49462.0,2.052,4.702,,,48.0,1.0,0.398,,0.498,0.025,79.0,1.0,2.01,2.454,34711,,
100052,WINTER HAVEN HOSPITAL,FL,1.0862,1.0093,0.9566,1.039,,1.0814,14.1666,11.0966,18.5522,20.3425,,16.5717,32.0,18.0,34.0,82.0,,93.0,15.3877,11.2,17.7463,21.1369,,17.92,0.345,0.126,11336.0,5.0,14.5,0.764,0.668,0.271,6.0,8.982,1.389,8546.0,0.243,0.128,11.0,100954.0,45.225,0.423,0.551,0.202,5.0,105177.0,9.071,1.222,,,29.0,0.0,0.253,,0.566,0.144,210.0,3.0,5.302,1.54,33881,,
100053,STEWARD HIALEAH HOSPITAL,FL,1.0509,,0.9943,1.0966,,1.1153,21.4598,,24.0763,23.8054,,18.5604,,,,25.0,,45.0,22.552,,23.9386,26.104,,20.6996,0.0,,3485.0,0.0,1.666,1.798,0.854,0.043,1.0,1.171,4.212,1598.0,0.0,,0.0,33474.0,12.477,0.24,,,3.0,33474.0,0.917,,0.0,,177.0,0.0,1.354,2.213,0.0,,95.0,0.0,2.211,1.355,33013,,
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,,,1.0151,1.1219,1.0334,1.118,,,18.5726,19.0813,5.8469,16.8259,,,13.0,36.0,,41.0,,,18.8525,21.4067,6.0421,18.8122,,,1037.0,0.0,0.543,,,,0.0,0.423,,674.0,0.0,,0.0,7650.0,3.719,0.806,,,0.0,7650.0,0.275,,,,7.0,0.0,0.056,,0.0,,49.0,0.0,1.349,2.221,32578,,
100055,ADVENTHEALTH NORTH PINELLAS,FL,0.9889,,0.9816,1.0394,1.2211,1.1083,14.7753,,19.1409,20.5582,7.0268,16.061,11.0,,12.0,47.0,,48.0,14.6107,,18.7884,21.3677,8.5802,17.8005,0.0,,2344.0,0.0,1.64,1.827,,,2.0,0.741,,1044.0,0.458,0.186,6.0,30179.0,13.088,0.954,0.736,0.037,1.0,30179.0,1.359,3.629,,,7.0,0.0,0.061,,1.492,0.379,81.0,3.0,2.011,4.06,34689,,
100057,ADVENTHEALTH WATERMAN,FL,1.0842,1.0229,1.0025,1.0071,0.9036,0.9198,13.5316,11.2334,18.0037,20.9484,5.4698,16.3553,51.0,15.0,33.0,179.0,,103.0,14.6716,11.4907,18.0484,21.098,4.9424,15.0432,0.442,0.074,5378.0,2.0,4.523,1.461,1.051,0.385,5.0,4.758,2.329,5957.0,0.217,0.101,8.0,80739.0,36.784,0.413,0.717,0.182,3.0,81911.0,4.183,1.952,,,66.0,2.0,0.556,,0.718,0.183,159.0,3.0,4.179,1.954,32778,,
100062,ADVENTHEALTH OCALA,FL,0.9626,1.1422,0.9476,1.1475,1.046,0.9313,14.8343,10.5519,18.9541,20.2833,5.2366,16.674,42.0,15.0,36.0,155.0,,89.0,14.2798,12.0523,17.9602,23.2746,5.4774,15.5289,0.0,,7452.0,0.0,6.603,0.454,0.155,0.008,1.0,6.454,0.764,8060.0,0.047,0.008,2.0,90872.0,42.332,0.156,0.471,0.079,2.0,96691.0,4.245,1.557,,,111.0,0.0,0.838,,0.396,0.066,195.0,2.0,5.046,1.31,34474,,
100063,MORTON PLANT NORTH BAY HOSPITAL,FL,1.0543,,1.0347,1.0639,,1.0175,13.5857,,19.2277,21.162,,17.1782,15.0,,29.0,68.0,,51.0,14.3232,,19.8944,22.5135,,17.4781,0.465,0.118,5779.0,3.0,6.448,1.266,0.182,0.009,1.0,5.487,0.899,6531.0,0.276,0.121,7.0,62679.0,25.387,0.545,0.283,0.014,1.0,62679.0,3.536,1.395,,,,,,,1.431,0.455,108.0,4.0,2.795,3.452,34652,,
100067,ST ANTHONYS HOSPITAL,FL,0.9653,,1.0062,0.9537,,1.038,14.5896,,17.5848,20.7243,,17.0744,18.0,,37.0,83.0,,127.0,14.0838,,17.6932,19.7654,,17.7232,1.335,0.651,7644.0,9.0,6.742,2.45,0.809,0.328,6.0,7.416,1.683,9304.0,0.315,0.183,15.0,97052.0,47.642,0.508,0.364,0.092,3.0,97052.0,8.251,0.99,,,105.0,2.0,0.826,,0.484,0.123,251.0,3.0,6.196,1.318,33705,,
100068,ADVENTHEALTH DAYTONA BEACH,FL,0.9765,0.9167,0.9362,0.9221,1.0325,0.9868,16.037,13.2088,20.3812,20.9001,5.4034,17.9435,48.0,22.0,42.0,128.0,,117.0,15.6608,12.1084,19.0803,19.2717,5.5789,17.7061,0.638,0.162,5347.0,3.0,4.702,1.736,0.576,0.147,3.0,5.205,1.569,6231.0,0.477,0.318,26.0,105538.0,54.543,0.688,0.529,0.168,4.0,106132.0,7.557,1.277,0.0,,169.0,0.0,1.317,2.275,1.227,0.623,315.0,10.0,8.152,2.187,32117,,
100069,FLORIDA HOSPITAL CARROLLWOOD,FL,0.9228,,1.0129,0.9961,1.0656,1.0011,13.8176,,17.4123,20.1394,5.9231,15.954,,,11.0,25.0,,21.0,12.7508,,17.6365,20.0609,6.3115,15.9722,0.0,,2460.0,0.0,1.731,1.731,0.0,,0.0,2.268,1.321,3322.0,0.578,0.253,7.0,33225.0,12.118,1.143,0.817,0.041,1.0,33225.0,1.224,4.029,,,7.0,0.0,0.047,,0.245,0.012,144.0,1.0,4.084,1.208,33614,,
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,1.0848,,0.9602,1.0792,,0.9857,13.0285,,18.1247,19.4535,,16.0736,20.0,,13.0,47.0,,38.0,14.1334,,17.4027,20.9945,,15.844,0.0,,4055.0,0.0,3.056,0.98,0.0,,0.0,2.664,1.125,3425.0,0.549,0.268,9.0,41096.0,16.386,1.008,1.728,0.44,3.0,41096.0,1.736,4.703,,,6.0,0.0,0.05,,,,31.0,0.0,0.809,,34601,,
100072,ADVENTHEALTH FISH MEMORIAL,FL,1.0223,,1.0079,1.0008,,0.9728,16.2293,,18.8414,20.9223,,17.4533,21.0,,21.0,97.0,,74.0,16.5907,,18.9907,20.9384,,16.9791,0.0,,4243.0,0.0,3.688,0.812,0.281,0.014,1.0,3.563,1.384,4355.0,0.148,0.047,4.0,55280.0,27.034,0.357,0.971,0.163,2.0,56089.0,2.06,3.208,,,42.0,0.0,0.387,,0.364,0.018,105.0,1.0,2.748,1.795,32763,,
100073,HOLY CROSS HOSPITAL,FL,0.993,1.0391,1.0444,0.9841,0.9356,0.9722,13.5901,10.4867,17.0866,20.31,6.9743,16.9594,33.0,,31.0,92.0,11.0,82.0,13.4955,10.8966,17.845,19.9866,6.5252,16.4885,0.216,0.036,7305.0,2.0,9.251,0.714,0.23,0.039,2.0,8.695,0.76,8089.0,0.375,0.218,15.0,68889.0,39.956,0.605,0.275,0.014,1.0,68889.0,3.632,1.358,,,80.0,1.0,0.607,,0.457,0.077,173.0,2.0,4.375,1.51,33308,,
100075,ST JOSEPHS HOSPITAL,FL,0.9959,0.8585,0.8934,0.9762,,0.9403,14.2899,9.4238,19.3856,20.3775,,16.4936,60.0,,50.0,272.0,,181.0,14.2313,8.0907,17.3189,19.8917,,15.5082,0.549,0.34,26830.0,19.0,34.622,0.841,0.344,0.186,12.0,34.927,0.584,34363.0,0.211,0.145,30.0,314980.0,142.074,0.298,0.763,0.451,16.0,344605.0,20.983,1.212,1.662,0.727,536.0,7.0,4.213,3.287,0.457,0.2,568.0,7.0,15.305,0.905,33607,,
100077,SHOREPOINT HEALTH PORT CHARLOTTE,FL,1.1092,1.0175,1.04,1.1609,1.0819,1.105,14.4635,10.3541,19.2027,20.4855,3.9645,17.1058,42.0,11.0,42.0,101.0,,88.0,16.0424,10.5353,19.9711,23.7811,4.2892,18.9015,0.0,,4183.0,0.0,2.918,1.027,0.0,,0.0,2.627,1.14,3656.0,0.053,0.003,1.0,41486.0,18.746,0.263,0.405,0.02,1.0,41758.0,2.468,1.998,,,13.0,0.0,0.111,,0.0,,136.0,0.0,3.552,0.843,33952,,
100080,HCA FLORIDA JFK HOSPITAL,FL,1.0209,1.14,0.9901,1.0673,1.2301,1.0265,14.1301,11.4932,18.1624,20.1101,6.0195,16.4481,45.0,17.0,26.0,174.0,22.0,121.0,14.4258,13.1019,17.9824,21.4631,7.4043,16.8845,0.064,0.003,9781.0,1.0,15.685,0.314,0.603,0.245,6.0,9.944,1.255,9646.0,0.113,0.055,9.0,138634.0,79.451,0.208,0.797,0.37,8.0,138634.0,10.038,1.513,,,104.0,2.0,0.782,,0.455,0.116,262.0,3.0,6.595,1.238,33462,,
100084,UF HEALTH LEESBURG HOSPITAL,FL,1.0467,1.0682,0.9475,1.0114,0.9854,0.9949,14.163,10.9897,17.472,20.4043,4.9802,16.5404,63.0,38.0,34.0,156.0,,90.0,14.825,11.7392,16.5543,20.6372,4.9072,16.4564,1.217,0.493,5615.0,6.0,4.93,2.531,0.912,0.29,4.0,4.387,2.199,5359.0,0.102,0.032,4.0,77075.0,39.259,0.246,2.095,1.022,9.0,77975.0,4.295,3.845,,,78.0,0.0,0.666,,1.864,0.866,171.0,8.0,4.292,3.539,34748,,
100086,BROWARD HEALTH NORTH,FL,1.0783,,1.0329,1.2096,1.3377,1.165,13.5612,,17.0045,19.2555,6.3451,16.3463,13.0,,16.0,54.0,11.0,62.0,14.6226,,17.5633,23.2919,8.4878,19.0432,0.245,0.062,5241.0,3.0,12.234,0.667,0.709,0.26,5.0,7.054,1.571,5328.0,0.02,0.001,1.0,74595.0,49.989,0.099,0.645,0.205,4.0,74595.0,6.204,1.555,,,24.0,0.0,0.187,,0.0,,108.0,0.0,3.293,0.91,33064,,
100087,SARASOTA MEMORIAL HOSPITAL,FL,1.0081,0.7881,0.9283,0.9562,0.883,0.9575,13.1954,10.4941,18.6787,19.9601,4.577,16.0086,108.0,26.0,83.0,361.0,48.0,248.0,13.3023,8.27,17.339,19.0853,4.0416,15.328,0.603,0.357,19138.0,16.0,26.531,0.958,1.012,0.636,20.0,19.761,1.535,18350.0,0.475,0.384,90.0,228193.0,189.636,0.581,0.233,0.074,4.0,243377.0,17.173,0.562,0.764,0.194,528.0,3.0,3.928,2.079,0.405,0.148,511.0,5.0,12.351,0.897,34239,,
100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,FL,1.0068,0.9566,0.9882,0.9101,1.212,0.9881,13.1591,10.6554,19.3739,19.7187,5.4854,16.3585,83.0,28.0,72.0,233.0,18.0,214.0,13.249,10.1931,19.1447,17.9457,6.6482,16.1636,1.012,0.619,15012.0,18.0,17.781,1.569,0.829,0.561,28.0,33.796,1.181,29451.0,0.16,0.114,37.0,333588.0,231.51,0.218,1.043,0.637,18.0,376789.0,17.262,1.616,0.956,0.304,476.0,4.0,4.183,2.307,0.296,0.109,630.0,5.0,16.878,0.657,32207,,
100090,FLAGLER HOSPITAL,FL,0.9383,0.8873,1.0909,1.0133,1.0396,1.0095,13.3798,10.6851,18.7914,19.8905,6.064,15.9018,28.0,,53.0,113.0,,100.0,12.5547,9.4812,20.4989,20.1553,6.3045,16.0525,1.051,0.513,9968.0,9.0,8.561,1.929,1.533,0.621,6.0,3.914,3.188,5134.0,0.245,0.119,9.0,63024.0,36.798,0.449,1.751,0.556,4.0,66150.0,2.285,4.223,,,119.0,0.0,0.956,,0.649,0.109,123.0,2.0,3.084,2.143,32086,,
100092,STEWARD ROCKLEDGE HOSPITAL,FL,1.1156,0.9309,0.9844,0.9338,,0.9635,13.7442,9.0049,19.1014,20.9174,,16.8007,30.0,,18.0,59.0,,30.0,15.3329,8.3829,18.8031,19.5317,,16.1869,0.215,0.011,4670.0,1.0,4.641,1.063,0.799,0.134,2.0,2.503,2.64,2642.0,0.092,0.015,2.0,35559.0,21.797,0.303,1.727,0.439,3.0,37024.0,1.737,4.7,,,25.0,0.0,0.204,,0.0,,75.0,0.0,1.938,1.546,32955,,
100093,BAPTIST HOSPITAL,FL,0.9764,1.059,0.9152,0.9767,0.9524,0.9496,13.0051,10.9304,19.518,20.2454,5.7542,17.2496,39.0,18.0,19.0,114.0,14.0,53.0,12.6982,11.5755,17.8623,19.7731,5.4804,16.3803,0.0,,10658.0,0.0,16.59,0.181,0.461,0.147,4.0,8.673,1.112,8350.0,0.589,0.382,23.0,79524.0,39.072,0.869,0.787,0.288,5.0,81242.0,6.35,1.745,,,80.0,1.0,0.598,,1.071,0.392,175.0,5.0,4.669,2.374,32503,,
100099,ADVENTHEALTH LAKE WALES,FL,,,1.0228,1.0652,,1.018,,,15.7459,19.2337,,15.3706,,,11.0,26.0,,17.0,,,16.1045,20.4883,,15.6469,,,999.0,0.0,0.697,,,,0.0,0.821,,1158.0,0.139,0.007,1.0,16644.0,7.205,0.685,,,1.0,16644.0,0.615,,,,,,,,0.0,,45.0,0.0,1.214,2.468,33853,,
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,FL,0.9686,0.8576,0.9662,0.9317,1.0959,0.9254,12.9441,9.5957,17.7671,18.8301,5.7038,15.7621,42.0,,41.0,166.0,,87.0,12.5382,8.2291,17.1658,17.5442,6.2506,14.5855,1.098,0.445,6517.0,6.0,5.465,2.284,0.268,0.013,1.0,3.729,1.323,4665.0,0.415,0.225,12.0,66174.0,28.916,0.706,0.313,0.016,1.0,66679.0,3.193,1.545,,,75.0,2.0,0.612,,1.19,0.482,211.0,6.0,5.041,2.476,32960,,
100107,LEHIGH REGIONAL MEDICAL CENTER,FL,,,1.0814,0.9831,,1.0276,,,18.7241,21.701,,16.0521,,,12.0,,,18.0,,,20.2474,21.334,,16.4947,,,1795.0,3.0,0.937,,,,1.0,0.666,,1054.0,0.872,0.277,4.0,9679.0,4.588,2.103,,,0.0,9679.0,0.335,,,,,,,,,,14.0,1.0,0.436,,33936,,
100109,ADVENTHEALTH SEBRING,FL,0.9661,,1.0601,1.0625,0.978,0.965,16.8767,,19.6268,21.3634,5.255,17.6587,56.0,,43.0,134.0,,101.0,16.3044,,20.8065,22.6978,5.1396,17.0414,0.349,0.089,11085.0,3.0,8.588,0.951,0.212,0.011,1.0,4.711,1.047,5757.0,0.715,0.437,18.0,58421.0,25.167,1.108,1.675,0.614,5.0,60402.0,2.985,3.713,,,33.0,0.0,0.266,,0.0,,74.0,0.0,1.854,1.616,33872,,
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,1.1329,1.0584,1.0194,1.0872,,1.064,15.3866,12.8191,18.7668,21.7385,,17.9058,33.0,,,56.0,,47.0,17.4315,13.5679,19.1309,23.6331,,19.0523,0.0,,7403.0,0.0,13.212,0.227,0.0,,0.0,7.029,0.426,6302.0,0.018,0.001,1.0,88916.0,55.45,0.089,0.146,0.007,1.0,94826.0,6.854,0.72,0.0,,109.0,0.0,1.105,2.711,0.319,0.016,111.0,1.0,3.139,1.571,34741,,
